0.000000000000000000e+00,-5.940187599999999929e-02,-3.419000000000000000e+03,6.808000087738037109e+00
0.000000000000000000e+00,-5.942695399999999711e-02,-3.445000000000000000e+03,1.335800004005432129e+01
0.000000000000000000e+00,-5.946851499999999957e-02,-3.472000000000000000e+03,1.990799999237060547e+01
0.000000000000000000e+00,-5.935886700000000266e-02,-3.500000000000000000e+03,2.645600008964538574e+01
0.000000000000000000e+00,-5.946406800000000187e-02,-3.241000000000000000e+03,3.300500011444091797e+01
0.000000000000000000e+00,-5.944471600000000161e-02,-3.269000000000000000e+03,3.955699992179870605e+01
0.000000000000000000e+00,-5.947320799999999963e-02,-3.295000000000000000e+03,4.610599994659423828e+01
0.000000000000000000e+00,-5.934984399999999882e-02,-3.322000000000000000e+03,5.265499997138977051e+01
0.000000000000000000e+00,-5.948384699999999942e-02,-3.349000000000000000e+03,5.920600008964538574e+01
0.000000000000000000e+00,-5.936155600000000282e-02,-3.375000000000000000e+03,6.575500011444091797e+01
1.500000000000000000e+01,-5.943865300000000101e-02,-3.398000000000000000e+03,8.188800001144409180e+01
1.500000000000000000e+01,-5.937132900000000046e-02,-3.420000000000000000e+03,8.843300008773803711e+01
1.500000000000000000e+01,-5.938107599999999792e-02,-3.443000000000000000e+03,9.498300004005432129e+01
1.500000000000000000e+01,-5.931699499999999736e-02,-3.466000000000000000e+03,1.015320000648498535e+02
1.500000000000000000e+01,-5.941190699999999991e-02,-3.489000000000000000e+03,1.080780000686645508e+02
1.500000000000000000e+01,-5.928097999999999701e-02,-3.514000000000000000e+03,1.146270000934600830e+02
1.500000000000000000e+01,-5.951129100000000088e-02,-3.535000000000000000e+03,1.211710000038146973e+02
1.500000000000000000e+01,-5.942120199999999935e-02,-3.559000000000000000e+03,1.277209999561309814e+02
1.500000000000000000e+01,-5.939953600000000278e-02,-3.581000000000000000e+03,1.342639999389648438e+02
1.500000000000000000e+01,-5.950917099999999960e-02,-3.603000000000000000e+03,1.408090000152587891e+02
3.000000000000000000e+01,-5.950084600000000307e-02,-3.621000000000000000e+03,1.568489999771118164e+02
3.000000000000000000e+01,-5.952847199999999894e-02,-3.640000000000000000e+03,1.633989999294281006e+02
3.000000000000000000e+01,-5.941004600000000108e-02,-3.659000000000000000e+03,1.699489998817443848e+02
3.000000000000000000e+01,-5.945668700000000112e-02,-3.674000000000000000e+03,1.765000000000000000e+02
3.000000000000000000e+01,-5.939367999999999731e-02,-3.693000000000000000e+03,1.830499999523162842e+02
3.000000000000000000e+01,-5.951178299999999866e-02,-3.709000000000000000e+03,1.896010000705718994e+02
3.000000000000000000e+01,-5.932908199999999826e-02,-3.727000000000000000e+03,1.961510000228881836e+02
3.000000000000000000e+01,-5.936832899999999746e-02,-3.745000000000000000e+03,2.026949999332427979e+02
3.000000000000000000e+01,-5.940714999999999885e-02,-3.762000000000000000e+03,2.092430000305175781e+02
3.000000000000000000e+01,-5.938813400000000214e-02,-3.779000000000000000e+03,2.157929999828338623e+02
4.500000000000000000e+01,-5.933866100000000088e-02,-3.790000000000000000e+03,2.318929998874664307e+02
4.500000000000000000e+01,-5.944578899999999888e-02,-3.800000000000000000e+03,2.384479999542236328e+02
4.500000000000000000e+01,-5.938170899999999780e-02,-3.810000000000000000e+03,2.449979999065399170e+02
4.500000000000000000e+01,-5.940294799999999709e-02,-3.820000000000000000e+03,2.515490000247955322e+02
4.500000000000000000e+01,-5.949788599999999983e-02,-3.831000000000000000e+03,2.581089999675750732e+02
4.500000000000000000e+01,-5.939043499999999837e-02,-3.842000000000000000e+03,2.646630001068115234e+02
4.500000000000000000e+01,-5.934181599999999862e-02,-3.854000000000000000e+03,2.712209999561309814e+02
4.500000000000000000e+01,-5.936901499999999721e-02,-3.864000000000000000e+03,2.777709999084472656e+02
4.500000000000000000e+01,-5.940359499999999654e-02,-3.873000000000000000e+03,2.843210000991821289e+02
4.500000000000000000e+01,-5.930865700000000074e-02,-3.885000000000000000e+03,2.908699998855590820e+02
6.000000000000000000e+01,-5.934566799999999726e-02,-3.889000000000000000e+03,3.070030000209808350e+02
6.000000000000000000e+01,-5.934160899999999655e-02,-3.891000000000000000e+03,3.135469999313354492e+02
6.000000000000000000e+01,-5.939342100000000180e-02,-3.896000000000000000e+03,3.200989999771118164e+02
6.000000000000000000e+01,-5.938631099999999718e-02,-3.899000000000000000e+03,3.266489999294281006e+02
6.000000000000000000e+01,-5.944489699999999655e-02,-3.900000000000000000e+03,3.331979999542236328e+02
6.000000000000000000e+01,-5.937095399999999662e-02,-3.903000000000000000e+03,3.397430000305175781e+02
6.000000000000000000e+01,-5.944646099999999905e-02,-3.908000000000000000e+03,3.462869999408721924e+02
6.000000000000000000e+01,-5.932493300000000330e-02,-3.912000000000000000e+03,3.528369998931884766e+02
6.000000000000000000e+01,-5.942897099999999710e-02,-3.916000000000000000e+03,3.593949999809265137e+02
6.000000000000000000e+01,-5.933608900000000158e-02,-3.920000000000000000e+03,3.659389998912811279e+02
7.500000000000000000e+01,-5.945645399999999886e-02,-3.920000000000000000e+03,3.820980000495910645e+02
7.500000000000000000e+01,-5.933394300000000010e-02,-3.920000000000000000e+03,3.886429998874664307e+02
7.500000000000000000e+01,-5.943330200000000035e-02,-3.920000000000000000e+03,3.951870000362396240e+02
7.500000000000000000e+01,-5.943485300000000277e-02,-3.593000000000000000e+03,4.017460000514984131e+02
7.500000000000000000e+01,-5.941286400000000273e-02,-3.593000000000000000e+03,4.082960000038146973e+02
7.500000000000000000e+01,-5.945754000000000317e-02,-3.593000000000000000e+03,4.148389999866485596e+02
7.500000000000000000e+01,-5.941945700000000191e-02,-3.915000000000000000e+03,4.213840000629425049e+02
7.500000000000000000e+01,-5.936646799999999863e-02,-3.915000000000000000e+03,4.279270000457763672e+02
